"Date","Price","Open","High","Low","Vol.","Change %"
"01/27/2025","4.500","4.450","4.570","4.400","690.76K","1.12%"
"01/26/2025","4.450","4.400","4.650","4.390","2.83M","1.14%"
"01/23/2025","4.400","4.450","4.500","4.400","955.70K","0.00%"
"01/22/2025","4.400","4.410","4.600","4.330","1.70M","0.00%"
"01/21/2025","4.400","4.400","4.550","4.390","3.99M","-0.23%"
"01/20/2025","4.410","4.340","4.420","4.320","913.64K","1.85%"
"01/19/2025","4.330","4.250","4.500","4.250","3.85M","3.10%"
"01/16/2025","4.200","4.170","4.330","4.110","2.19M","1.20%"
"01/15/2025","4.150","4.080","4.180","4.000","1.31M","1.72%"
"01/14/2025","4.080","4.070","4.150","3.900","862.03K","0.25%"
"01/13/2025","4.070","4.090","4.250","4.000","2.10M","0.25%"
"01/12/2025","4.060","4.200","4.200","4.040","1.20M","-3.33%"
"01/09/2025","4.200","4.310","4.350","4.180","1.27M","-2.55%"
"01/08/2025","4.310","4.200","4.420","4.170","4.85M","2.62%"
"01/06/2025","4.200","4.300","4.300","4.080","2.89M","-1.87%"
"01/05/2025","4.280","3.950","4.300","3.900","6.58M","10.31%"
"01/02/2025","3.880","3.940","3.970","3.860","1.72M","-0.51%"
"12/31/2024","3.900","3.800","3.920","3.780","1.48M","2.90%"
"12/30/2024","3.790","3.850","3.930","3.760","1.18M","-2.32%"
"12/29/2024","3.880","3.910","3.960","3.850","1.88M","0.78%"
"12/26/2024","3.850","3.870","3.980","3.820","4.10M","0.79%"
"12/25/2024","3.820","3.580","3.980","3.540","4.97M","8.22%"
"12/24/2024","3.530","3.630","3.640","3.450","818.29K","-1.94%"
"12/23/2024","3.600","3.720","3.740","3.560","1.50M","-0.83%"
"12/22/2024","3.630","3.620","3.840","3.600","1.78M","2.25%"
"12/19/2024","3.550","3.550","3.590","3.450","1.10M","-1.39%"
"12/18/2024","3.600","3.770","3.840","3.590","1.42M","-5.01%"
"12/17/2024","3.790","3.810","3.900","3.760","430.35K","-1.56%"
"12/16/2024","3.850","3.910","4.000","3.780","912.06K","-0.77%"
"12/15/2024","3.880","3.920","4.060","3.850","1.40M","-0.77%"
"12/12/2024","3.910","4.080","4.080","3.900","1.98M","-1.26%"
"12/11/2024","3.960","3.910","4.060","3.860","3.64M","2.86%"
"12/10/2024","3.850","3.830","3.940","3.790","1.88M","0.00%"
"12/09/2024","3.850","4.020","4.020","3.840","3.87M","-4.47%"
"12/08/2024","4.030","4.140","4.180","4.020","5.06M","-1.95%"
"12/05/2024","4.110","3.990","4.150","3.890","7.77M","3.01%"
"12/04/2024","3.990","3.980","4.080","3.710","22.57M","1.27%"
"12/03/2024","3.940","3.670","3.950","3.550","5.23M","7.95%"
"12/02/2024","3.650","3.330","3.650","3.290","10.22M","10.27%"
"12/01/2024","3.310","3.230","3.420","3.170","11.17M","3.44%"
"11/28/2024","3.200","2.940","3.230","2.940","12.17M","8.84%"
"11/27/2024","2.940","2.870","3.020","2.860","7.63M","3.16%"
